benchmark,method,role,arm_key,teacher_job,probe_job,ckpt_step,valid_rows,probe,target,action_dim,dim_name,r2,n_train,n_test,source_dir,note
libero,dino,canonical,libero_dino_45461745,45461745,45461747,70000,4707223,mlp,future_action_mean,6,gripper,0.538516,3289126,941386,probe_analysis/rlfv_libero_xemb_v1_lam1o5_side_dino_45461745_ckpt070000,lam1o5_side_dino: sideview reference with frozen DINOv3-S/16 tokenizer (UniVLA-style).
libero,dino,canonical,libero_dino_45461745,45461745,45461747,70000,4707223,ridge,current_action,-1,mean,0.416025,3289126,941386,probe_analysis/rlfv_libero_xemb_v1_lam1o5_side_dino_45461745_ckpt070000,lam1o5_side_dino: sideview reference with frozen DINOv3-S/16 tokenizer (UniVLA-style).
libero,dino,canonical,libero_dino_45461745,45461745,45461747,70000,4707223,ridge,current_action,0,dy,0.779981,3289126,941386,probe_analysis/rlfv_libero_xemb_v1_lam1o5_side_dino_45461745_ckpt070000,lam1o5_side_dino: sideview reference with frozen DINOv3-S/16 tokenizer (UniVLA-style).
libero,dino,canonical,libero_dino_45461745,45461745,45461747,70000,4707223,ridge,current_action,1,dx,0.495773,3289126,941386,probe_analysis/rlfv_libero_xemb_v1_lam1o5_side_dino_45461745_ckpt070000,lam1o5_side_dino: sideview reference with frozen DINOv3-S/16 tokenizer (UniVLA-style).
libero,dino,canonical,libero_dino_45461745,45461745,45461747,70000,4707223,ridge,current_action,2,dz,0.843387,3289126,941386,probe_analysis/rlfv_libero_xemb_v1_lam1o5_side_dino_45461745_ckpt070000,lam1o5_side_dino: sideview reference with frozen DINOv3-S/16 tokenizer (UniVLA-style).
libero,dino,canonical,libero_dino_45461745,45461745,45461747,70000,4707223,ridge,current_action,3,droll,0.124022,3289126,941386,probe_analysis/rlfv_libero_xemb_v1_lam1o5_side_dino_45461745_ckpt070000,lam1o5_side_dino: sideview reference with frozen DINOv3-S/16 tokenizer (UniVLA-style).
libero,dino,canonical,libero_dino_45461745,45461745,45461747,70000,4707223,ridge,current_action,4,dpitch,0.266461,3289126,941386,probe_analysis/rlfv_libero_xemb_v1_lam1o5_side_dino_45461745_ckpt070000,lam1o5_side_dino: sideview reference with frozen DINOv3-S/16 tokenizer (UniVLA-style).
libero,dino,canonical,libero_dino_45461745,45461745,45461747,70000,4707223,ridge,current_action,5,dyaw,0.226923,3289126,941386,probe_analysis/rlfv_libero_xemb_v1_lam1o5_side_dino_45461745_ckpt070000,lam1o5_side_dino: sideview reference with frozen DINOv3-S/16 tokenizer (UniVLA-style).
libero,dino,canonical,libero_dino_45461745,45461745,45461747,70000,4707223,ridge,current_action,6,gripper,0.175632,3289126,941386,probe_analysis/rlfv_libero_xemb_v1_lam1o5_side_dino_45461745_ckpt070000,lam1o5_side_dino: sideview reference with frozen DINOv3-S/16 tokenizer (UniVLA-style).
libero,dino,canonical,libero_dino_45461745,45461745,45461747,70000,4707223,ridge,future_action_mean,-1,mean,0.377393,3289126,941386,probe_analysis/rlfv_libero_xemb_v1_lam1o5_side_dino_45461745_ckpt070000,lam1o5_side_dino: sideview reference with frozen DINOv3-S/16 tokenizer (UniVLA-style).
libero,dino,canonical,libero_dino_45461745,45461745,45461747,70000,4707223,ridge,future_action_mean,0,dy,0.688443,3289126,941386,probe_analysis/rlfv_libero_xemb_v1_lam1o5_side_dino_45461745_ckpt070000,lam1o5_side_dino: sideview reference with frozen DINOv3-S/16 tokenizer (UniVLA-style).
libero,dino,canonical,libero_dino_45461745,45461745,45461747,70000,4707223,ridge,future_action_mean,1,dx,0.444816,3289126,941386,probe_analysis/rlfv_libero_xemb_v1_lam1o5_side_dino_45461745_ckpt070000,lam1o5_side_dino: sideview reference with frozen DINOv3-S/16 tokenizer (UniVLA-style).
libero,dino,canonical,libero_dino_45461745,45461745,45461747,70000,4707223,ridge,future_action_mean,2,dz,0.817709,3289126,941386,probe_analysis/rlfv_libero_xemb_v1_lam1o5_side_dino_45461745_ckpt070000,lam1o5_side_dino: sideview reference with frozen DINOv3-S/16 tokenizer (UniVLA-style).
libero,dino,canonical,libero_dino_45461745,45461745,45461747,70000,4707223,ridge,future_action_mean,3,droll,0.097621,3289126,941386,probe_analysis/rlfv_libero_xemb_v1_lam1o5_side_dino_45461745_ckpt070000,lam1o5_side_dino: sideview reference with frozen DINOv3-S/16 tokenizer (UniVLA-style).
libero,dino,canonical,libero_dino_45461745,45461745,45461747,70000,4707223,ridge,future_action_mean,4,dpitch,0.191931,3289126,941386,probe_analysis/rlfv_libero_xemb_v1_lam1o5_side_dino_45461745_ckpt070000,lam1o5_side_dino: sideview reference with frozen DINOv3-S/16 tokenizer (UniVLA-style).
libero,dino,canonical,libero_dino_45461745,45461745,45461747,70000,4707223,ridge,future_action_mean,5,dyaw,0.229997,3289126,941386,probe_analysis/rlfv_libero_xemb_v1_lam1o5_side_dino_45461745_ckpt070000,lam1o5_side_dino: sideview reference with frozen DINOv3-S/16 tokenizer (UniVLA-style).
libero,dino,canonical,libero_dino_45461745,45461745,45461747,70000,4707223,ridge,future_action_mean,6,gripper,0.171234,3289126,941386,probe_analysis/rlfv_libero_xemb_v1_lam1o5_side_dino_45461745_ckpt070000,lam1o5_side_dino: sideview reference with frozen DINOv3-S/16 tokenizer (UniVLA-style).
libero,lapa,canonical,libero_lapaft_45477499,45477499,45477501,70000,4707223,mlp,current_action,-1,mean,0.616198,3289126,941386,probe_analysis/rlfv_libero_xemb_v1_lapaft_side_45477499_ckpt070000,lapaft_side: sideview reference initialised from LAPA's Open-X checkpoint and finetuned.
libero,lapa,canonical,libero_lapaft_45477499,45477499,45477501,70000,4707223,mlp,current_action,0,dy,0.865905,3289126,941386,probe_analysis/rlfv_libero_xemb_v1_lapaft_side_45477499_ckpt070000,lapaft_side: sideview reference initialised from LAPA's Open-X checkpoint and finetuned.
libero,lapa,canonical,libero_lapaft_45477499,45477499,45477501,70000,4707223,mlp,current_action,1,dx,0.752295,3289126,941386,probe_analysis/rlfv_libero_xemb_v1_lapaft_side_45477499_ckpt070000,lapaft_side: sideview reference initialised from LAPA's Open-X checkpoint and finetuned.
libero,lapa,canonical,libero_lapaft_45477499,45477499,45477501,70000,4707223,mlp,current_action,2,dz,0.901863,3289126,941386,probe_analysis/rlfv_libero_xemb_v1_lapaft_side_45477499_ckpt070000,lapaft_side: sideview reference initialised from LAPA's Open-X checkpoint and finetuned.
libero,lapa,canonical,libero_lapaft_45477499,45477499,45477501,70000,4707223,mlp,current_action,3,droll,0.297575,3289126,941386,probe_analysis/rlfv_libero_xemb_v1_lapaft_side_45477499_ckpt070000,lapaft_side: sideview reference initialised from LAPA's Open-X checkpoint and finetuned.
libero,lapa,canonical,libero_lapaft_45477499,45477499,45477501,70000,4707223,mlp,current_action,4,dpitch,0.479750,3289126,941386,probe_analysis/rlfv_libero_xemb_v1_lapaft_side_45477499_ckpt070000,lapaft_side: sideview reference initialised from LAPA's Open-X checkpoint and finetuned.
libero,lapa,canonical,libero_lapaft_45477499,45477499,45477501,70000,4707223,mlp,current_action,5,dyaw,0.542257,3289126,941386,probe_analysis/rlfv_libero_xemb_v1_lapaft_side_45477499_ckpt070000,lapaft_side: sideview reference initialised from LAPA's Open-X checkpoint and finetuned.
libero,lapa,canonical,libero_lapaft_45477499,45477499,45477501,70000,4707223,mlp,current_action,6,gripper,0.473743,3289126,941386,probe_analysis/rlfv_libero_xemb_v1_lapaft_side_45477499_ckpt070000,lapaft_side: sideview reference initialised from LAPA's Open-X checkpoint and finetuned.
libero,lapa,canonical,libero_lapaft_45477499,45477499,45477501,70000,4707223,mlp,future_action_mean,-1,mean,0.592704,3289126,941386,probe_analysis/rlfv_libero_xemb_v1_lapaft_side_45477499_ckpt070000,lapaft_side: sideview reference initialised from LAPA's Open-X checkpoint and finetuned.
libero,lapa,canonical,libero_lapaft_45477499,45477499,45477501,70000,4707223,mlp,future_action_mean,0,dy,0.810159,3289126,941386,probe_analysis/rlfv_libero_xemb_v1_lapaft_side_45477499_ckpt070000,lapaft_side: sideview reference initialised from LAPA's Open-X checkpoint and finetuned.
libero,lapa,canonical,libero_lapaft_45477499,45477499,45477501,70000,4707223,mlp,future_action_mean,1,dx,0.742842,3289126,941386,probe_analysis/rlfv_libero_xemb_v1_lapaft_side_45477499_ckpt070000,lapaft_side: sideview reference initialised from LAPA's Open-X checkpoint and finetuned.
libero,lapa,canonical,libero_lapaft_45477499,45477499,45477501,70000,4707223,mlp,future_action_mean,2,dz,0.888017,3289126,941386,probe_analysis/rlfv_libero_xemb_v1_lapaft_side_45477499_ckpt070000,lapaft_side: sideview reference initialised from LAPA's Open-X checkpoint and finetuned.
libero,lapa,canonical,libero_lapaft_45477499,45477499,45477501,70000,4707223,mlp,future_action_mean,3,droll,0.268709,3289126,941386,probe_analysis/rlfv_libero_xemb_v1_lapaft_side_45477499_ckpt070000,lapaft_side: sideview reference initialised from LAPA's Open-X checkpoint and finetuned.
libero,lapa,canonical,libero_lapaft_45477499,45477499,45477501,70000,4707223,mlp,future_action_mean,4,dpitch,0.400281,3289126,941386,probe_analysis/rlfv_libero_xemb_v1_lapaft_side_45477499_ckpt070000,lapaft_side: sideview reference initialised from LAPA's Open-X checkpoint and finetuned.
libero,lapa,canonical,libero_lapaft_45477499,45477499,45477501,70000,4707223,mlp,future_action_mean,5,dyaw,0.562919,3289126,941386,probe_analysis/rlfv_libero_xemb_v1_lapaft_side_45477499_ckpt070000,lapaft_side: sideview reference initialised from LAPA's Open-X checkpoint and finetuned.
libero,lapa,canonical,libero_lapaft_45477499,45477499,45477501,70000,4707223,mlp,future_action_mean,6,gripper,0.475998,3289126,941386,probe_analysis/rlfv_libero_xemb_v1_lapaft_side_45477499_ckpt070000,lapaft_side: sideview reference initialised from LAPA's Open-X checkpoint and finetuned.
libero,lapa,canonical,libero_lapaft_45477499,45477499,45477501,70000,4707223,ridge,current_action,-1,mean,0.436062,3289126,941386,probe_analysis/rlfv_libero_xemb_v1_lapaft_side_45477499_ckpt070000,lapaft_side: sideview reference initialised from LAPA's Open-X checkpoint and finetuned.
libero,lapa,canonical,libero_lapaft_45477499,45477499,45477501,70000,4707223,ridge,current_action,0,dy,0.782648,3289126,941386,probe_analysis/rlfv_libero_xemb_v1_lapaft_side_45477499_ckpt070000,lapaft_side: sideview reference initialised from LAPA's Open-X checkpoint and finetuned.
libero,lapa,canonical,libero_lapaft_45477499,45477499,45477501,70000,4707223,ridge,current_action,1,dx,0.602504,3289126,941386,probe_analysis/rlfv_libero_xemb_v1_lapaft_side_45477499_ckpt070000,lapaft_side: sideview reference initialised from LAPA's Open-X checkpoint and finetuned.
libero,lapa,canonical,libero_lapaft_45477499,45477499,45477501,70000,4707223,ridge,current_action,2,dz,0.789673,3289126,941386,probe_analysis/rlfv_libero_xemb_v1_lapaft_side_45477499_ckpt070000,lapaft_side: sideview reference initialised from LAPA's Open-X checkpoint and finetuned.
libero,lapa,canonical,libero_lapaft_45477499,45477499,45477501,70000,4707223,ridge,current_action,3,droll,0.102550,3289126,941386,probe_analysis/rlfv_libero_xemb_v1_lapaft_side_45477499_ckpt070000,lapaft_side: sideview reference initialised from LAPA's Open-X checkpoint and finetuned.
libero,lapa,canonical,libero_lapaft_45477499,45477499,45477501,70000,4707223,ridge,current_action,4,dpitch,0.301998,3289126,941386,probe_analysis/rlfv_libero_xemb_v1_lapaft_side_45477499_ckpt070000,lapaft_side: sideview reference initialised from LAPA's Open-X checkpoint and finetuned.
libero,lapa,canonical,libero_lapaft_45477499,45477499,45477501,70000,4707223,ridge,current_action,5,dyaw,0.248036,3289126,941386,probe_analysis/rlfv_libero_xemb_v1_lapaft_side_45477499_ckpt070000,lapaft_side: sideview reference initialised from LAPA's Open-X checkpoint and finetuned.
libero,lapa,canonical,libero_lapaft_45477499,45477499,45477501,70000,4707223,ridge,current_action,6,gripper,0.225026,3289126,941386,probe_analysis/rlfv_libero_xemb_v1_lapaft_side_45477499_ckpt070000,lapaft_side: sideview reference initialised from LAPA's Open-X checkpoint and finetuned.
libero,lapa,canonical,libero_lapaft_45477499,45477499,45477501,70000,4707223,ridge,future_action_mean,-1,mean,0.409359,3289126,941386,probe_analysis/rlfv_libero_xemb_v1_lapaft_side_45477499_ckpt070000,lapaft_side: sideview reference initialised from LAPA's Open-X checkpoint and finetuned.
libero,lapa,canonical,libero_lapaft_45477499,45477499,45477501,70000,4707223,ridge,future_action_mean,0,dy,0.710985,3289126,941386,probe_analysis/rlfv_libero_xemb_v1_lapaft_side_45477499_ckpt070000,lapaft_side: sideview reference initialised from LAPA's Open-X checkpoint and finetuned.
libero,lapa,canonical,libero_lapaft_45477499,45477499,45477501,70000,4707223,ridge,future_action_mean,1,dx,0.561544,3289126,941386,probe_analysis/rlfv_libero_xemb_v1_lapaft_side_45477499_ckpt070000,lapaft_side: sideview reference initialised from LAPA's Open-X checkpoint and finetuned.
libero,lapa,canonical,libero_lapaft_45477499,45477499,45477501,70000,4707223,ridge,future_action_mean,2,dz,0.778371,3289126,941386,probe_analysis/rlfv_libero_xemb_v1_lapaft_side_45477499_ckpt070000,lapaft_side: sideview reference initialised from LAPA's Open-X checkpoint and finetuned.
libero,lapa,canonical,libero_lapaft_45477499,45477499,45477501,70000,4707223,ridge,future_action_mean,3,droll,0.085150,3289126,941386,probe_analysis/rlfv_libero_xemb_v1_lapaft_side_45477499_ckpt070000,lapaft_side: sideview reference initialised from LAPA's Open-X checkpoint and finetuned.
libero,lapa,canonical,libero_lapaft_45477499,45477499,45477501,70000,4707223,ridge,future_action_mean,4,dpitch,0.232084,3289126,941386,probe_analysis/rlfv_libero_xemb_v1_lapaft_side_45477499_ckpt070000,lapaft_side: sideview reference initialised from LAPA's Open-X checkpoint and finetuned.
libero,lapa,canonical,libero_lapaft_45477499,45477499,45477501,70000,4707223,ridge,future_action_mean,5,dyaw,0.273191,3289126,941386,probe_analysis/rlfv_libero_xemb_v1_lapaft_side_45477499_ckpt070000,lapaft_side: sideview reference initialised from LAPA's Open-X checkpoint and finetuned.
libero,lapa,canonical,libero_lapaft_45477499,45477499,45477501,70000,4707223,ridge,future_action_mean,6,gripper,0.224190,3289126,941386,probe_analysis/rlfv_libero_xemb_v1_lapaft_side_45477499_ckpt070000,lapaft_side: sideview reference initialised from LAPA's Open-X checkpoint and finetuned.
libero_plus,ours_single,canonical,lp_single_run3_44001862,44001862,44014454,100000,7228830,mlp,current_action,-1,mean,0.594090,5062565,1443742,probe_analysis/libero_plus_xemb_v1_n2_single_44001862_ckpt100000,"run3: single-view 2-frame teacher, seed 1000. The matched reference of the LIBERO-plus baseline arms."
libero_plus,ours_single,canonical,lp_single_run3_44001862,44001862,44014454,100000,7228830,mlp,current_action,0,dx,0.616194,5062565,1443742,probe_analysis/libero_plus_xemb_v1_n2_single_44001862_ckpt100000,"run3: single-view 2-frame teacher, seed 1000. The matched reference of the LIBERO-plus baseline arms."
libero_plus,ours_single,canonical,lp_single_run3_44001862,44001862,44014454,100000,7228830,mlp,current_action,1,dy,0.938759,5062565,1443742,probe_analysis/libero_plus_xemb_v1_n2_single_44001862_ckpt100000,"run3: single-view 2-frame teacher, seed 1000. The matched reference of the LIBERO-plus baseline arms."
libero_plus,ours_single,canonical,lp_single_run3_44001862,44001862,44014454,100000,7228830,mlp,current_action,2,dz,0.878243,5062565,1443742,probe_analysis/libero_plus_xemb_v1_n2_single_44001862_ckpt100000,"run3: single-view 2-frame teacher, seed 1000. The matched reference of the LIBERO-plus baseline arms."
libero_plus,ours_single,canonical,lp_single_run3_44001862,44001862,44014454,100000,7228830,mlp,current_action,3,droll,0.491382,5062565,1443742,probe_analysis/libero_plus_xemb_v1_n2_single_44001862_ckpt100000,"run3: single-view 2-frame teacher, seed 1000. The matched reference of the LIBERO-plus baseline arms."
libero_plus,ours_single,canonical,lp_single_run3_44001862,44001862,44014454,100000,7228830,mlp,current_action,4,dpitch,0.275417,5062565,1443742,probe_analysis/libero_plus_xemb_v1_n2_single_44001862_ckpt100000,"run3: single-view 2-frame teacher, seed 1000. The matched reference of the LIBERO-plus baseline arms."
libero_plus,ours_single,canonical,lp_single_run3_44001862,44001862,44014454,100000,7228830,mlp,current_action,5,dyaw,0.369415,5062565,1443742,probe_analysis/libero_plus_xemb_v1_n2_single_44001862_ckpt100000,"run3: single-view 2-frame teacher, seed 1000. The matched reference of the LIBERO-plus baseline arms."
libero_plus,ours_single,canonical,lp_single_run3_44001862,44001862,44014454,100000,7228830,mlp,current_action,6,gripper,0.589221,5062565,1443742,probe_analysis/libero_plus_xemb_v1_n2_single_44001862_ckpt100000,"run3: single-view 2-frame teacher, seed 1000. The matched reference of the LIBERO-plus baseline arms."
libero_plus,ours_single,canonical,lp_single_run3_44001862,44001862,44014454,100000,7228830,mlp,future_action_mean,-1,mean,0.572470,5062565,1443742,probe_analysis/libero_plus_xemb_v1_n2_single_44001862_ckpt100000,"run3: single-view 2-frame teacher, seed 1000. The matched reference of the LIBERO-plus baseline arms."
libero_plus,ours_single,canonical,lp_single_run3_44001862,44001862,44014454,100000,7228830,mlp,future_action_mean,0,dx,0.566578,5062565,1443742,probe_analysis/libero_plus_xemb_v1_n2_single_44001862_ckpt100000,"run3: single-view 2-frame teacher, seed 1000. The matched reference of the LIBERO-plus baseline arms."
libero_plus,ours_single,canonical,lp_single_run3_44001862,44001862,44014454,100000,7228830,mlp,future_action_mean,1,dy,0.912806,5062565,1443742,probe_analysis/libero_plus_xemb_v1_n2_single_44001862_ckpt100000,"run3: single-view 2-frame teacher, seed 1000. The matched reference of the LIBERO-plus baseline arms."
libero_plus,ours_single,canonical,lp_single_run3_44001862,44001862,44014454,100000,7228830,mlp,future_action_mean,2,dz,0.883707,5062565,1443742,probe_analysis/libero_plus_xemb_v1_n2_single_44001862_ckpt100000,"run3: single-view 2-frame teacher, seed 1000. The matched reference of the LIBERO-plus baseline arms."
libero_plus,ours_single,canonical,lp_single_run3_44001862,44001862,44014454,100000,7228830,mlp,future_action_mean,3,droll,0.421091,5062565,1443742,probe_analysis/libero_plus_xemb_v1_n2_single_44001862_ckpt100000,"run3: single-view 2-frame teacher, seed 1000. The matched reference of the LIBERO-plus baseline arms."
libero_plus,ours_single,canonical,lp_single_run3_44001862,44001862,44014454,100000,7228830,mlp,future_action_mean,4,dpitch,0.231916,5062565,1443742,probe_analysis/libero_plus_xemb_v1_n2_single_44001862_ckpt100000,"run3: single-view 2-frame teacher, seed 1000. The matched reference of the LIBERO-plus baseline arms."
libero_plus,ours_single,canonical,lp_single_run3_44001862,44001862,44014454,100000,7228830,mlp,future_action_mean,5,dyaw,0.394745,5062565,1443742,probe_analysis/libero_plus_xemb_v1_n2_single_44001862_ckpt100000,"run3: single-view 2-frame teacher, seed 1000. The matched reference of the LIBERO-plus baseline arms."
libero_plus,ours_single,canonical,lp_single_run3_44001862,44001862,44014454,100000,7228830,mlp,future_action_mean,6,gripper,0.596448,5062565,1443742,probe_analysis/libero_plus_xemb_v1_n2_single_44001862_ckpt100000,"run3: single-view 2-frame teacher, seed 1000. The matched reference of the LIBERO-plus baseline arms."
libero_plus,ours_single,canonical,lp_single_run3_44001862,44001862,44014454,100000,7228830,ridge,current_action,-1,mean,0.370471,5062565,1443742,probe_analysis/libero_plus_xemb_v1_n2_single_44001862_ckpt100000,"run3: single-view 2-frame teacher, seed 1000. The matched reference of the LIBERO-plus baseline arms."
libero_plus,ours_single,canonical,lp_single_run3_44001862,44001862,44014454,100000,7228830,ridge,current_action,0,dx,0.297537,5062565,1443742,probe_analysis/libero_plus_xemb_v1_n2_single_44001862_ckpt100000,"run3: single-view 2-frame teacher, seed 1000. The matched reference of the LIBERO-plus baseline arms."
libero_plus,ours_single,canonical,lp_single_run3_44001862,44001862,44014454,100000,7228830,ridge,current_action,1,dy,0.885175,5062565,1443742,probe_analysis/libero_plus_xemb_v1_n2_single_44001862_ckpt100000,"run3: single-view 2-frame teacher, seed 1000. The matched reference of the LIBERO-plus baseline arms."
libero_plus,ours_single,canonical,lp_single_run3_44001862,44001862,44014454,100000,7228830,ridge,current_action,2,dz,0.758298,5062565,1443742,probe_analysis/libero_plus_xemb_v1_n2_single_44001862_ckpt100000,"run3: single-view 2-frame teacher, seed 1000. The matched reference of the LIBERO-plus baseline arms."
libero_plus,ours_single,canonical,lp_single_run3_44001862,44001862,44014454,100000,7228830,ridge,current_action,3,droll,0.297488,5062565,1443742,probe_analysis/libero_plus_xemb_v1_n2_single_44001862_ckpt100000,"run3: single-view 2-frame teacher, seed 1000. The matched reference of the LIBERO-plus baseline arms."
libero_plus,ours_single,canonical,lp_single_run3_44001862,44001862,44014454,100000,7228830,ridge,current_action,4,dpitch,0.134698,5062565,1443742,probe_analysis/libero_plus_xemb_v1_n2_single_44001862_ckpt100000,"run3: single-view 2-frame teacher, seed 1000. The matched reference of the LIBERO-plus baseline arms."
libero_plus,ours_single,canonical,lp_single_run3_44001862,44001862,44014454,100000,7228830,ridge,current_action,5,dyaw,0.033791,5062565,1443742,probe_analysis/libero_plus_xemb_v1_n2_single_44001862_ckpt100000,"run3: single-view 2-frame teacher, seed 1000. The matched reference of the LIBERO-plus baseline arms."
libero_plus,ours_single,canonical,lp_single_run3_44001862,44001862,44014454,100000,7228830,ridge,current_action,6,gripper,0.186310,5062565,1443742,probe_analysis/libero_plus_xemb_v1_n2_single_44001862_ckpt100000,"run3: single-view 2-frame teacher, seed 1000. The matched reference of the LIBERO-plus baseline arms."
libero_plus,ours_single,canonical,lp_single_run3_44001862,44001862,44014454,100000,7228830,ridge,future_action_mean,-1,mean,0.339265,5062565,1443742,probe_analysis/libero_plus_xemb_v1_n2_single_44001862_ckpt100000,"run3: single-view 2-frame teacher, seed 1000. The matched reference of the LIBERO-plus baseline arms."
libero_plus,ours_single,canonical,lp_single_run3_44001862,44001862,44014454,100000,7228830,ridge,future_action_mean,0,dx,0.228609,5062565,1443742,probe_analysis/libero_plus_xemb_v1_n2_single_44001862_ckpt100000,"run3: single-view 2-frame teacher, seed 1000. The matched reference of the LIBERO-plus baseline arms."
libero_plus,ours_single,canonical,lp_single_run3_44001862,44001862,44014454,100000,7228830,ridge,future_action_mean,1,dy,0.831713,5062565,1443742,probe_analysis/libero_plus_xemb_v1_n2_single_44001862_ckpt100000,"run3: single-view 2-frame teacher, seed 1000. The matched reference of the LIBERO-plus baseline arms."
libero_plus,ours_single,canonical,lp_single_run3_44001862,44001862,44014454,100000,7228830,ridge,future_action_mean,2,dz,0.779585,5062565,1443742,probe_analysis/libero_plus_xemb_v1_n2_single_44001862_ckpt100000,"run3: single-view 2-frame teacher, seed 1000. The matched reference of the LIBERO-plus baseline arms."
libero_plus,ours_single,canonical,lp_single_run3_44001862,44001862,44014454,100000,7228830,ridge,future_action_mean,3,droll,0.234087,5062565,1443742,probe_analysis/libero_plus_xemb_v1_n2_single_44001862_ckpt100000,"run3: single-view 2-frame teacher, seed 1000. The matched reference of the LIBERO-plus baseline arms."
libero_plus,ours_single,canonical,lp_single_run3_44001862,44001862,44014454,100000,7228830,ridge,future_action_mean,4,dpitch,0.081565,5062565,1443742,probe_analysis/libero_plus_xemb_v1_n2_single_44001862_ckpt100000,"run3: single-view 2-frame teacher, seed 1000. The matched reference of the LIBERO-plus baseline arms."
libero_plus,ours_single,canonical,lp_single_run3_44001862,44001862,44014454,100000,7228830,ridge,future_action_mean,5,dyaw,0.033665,5062565,1443742,probe_analysis/libero_plus_xemb_v1_n2_single_44001862_ckpt100000,"run3: single-view 2-frame teacher, seed 1000. The matched reference of the LIBERO-plus baseline arms."
libero_plus,ours_single,canonical,lp_single_run3_44001862,44001862,44014454,100000,7228830,ridge,future_action_mean,6,gripper,0.185631,5062565,1443742,probe_analysis/libero_plus_xemb_v1_n2_single_44001862_ckpt100000,"run3: single-view 2-frame teacher, seed 1000. The matched reference of the LIBERO-plus baseline arms."
libero_plus,ours_multi,canonical,lp_dualnoaug_run11_44809827,44809827,44809829,100000,7228830,mlp,current_action,-1,mean,0.671109,5062565,1443742,probe_analysis/libero_plus_xemb_v1_n2_dualnoaug_dualnoaug_44809827_ckpt100000,"run11: dual-view teacher, dual_view_augmentation=false, seed 1003. The paper's LIBERO-plus dual-view arm (SR 66.27 @60k)."
libero_plus,ours_multi,canonical,lp_dualnoaug_run11_44809827,44809827,44809829,100000,7228830,mlp,current_action,0,dx,0.818113,5062565,1443742,probe_analysis/libero_plus_xemb_v1_n2_dualnoaug_dualnoaug_44809827_ckpt100000,"run11: dual-view teacher, dual_view_augmentation=false, seed 1003. The paper's LIBERO-plus dual-view arm (SR 66.27 @60k)."
libero_plus,ours_multi,canonical,lp_dualnoaug_run11_44809827,44809827,44809829,100000,7228830,mlp,current_action,1,dy,0.942212,5062565,1443742,probe_analysis/libero_plus_xemb_v1_n2_dualnoaug_dualnoaug_44809827_ckpt100000,"run11: dual-view teacher, dual_view_augmentation=false, seed 1003. The paper's LIBERO-plus dual-view arm (SR 66.27 @60k)."
libero_plus,ours_multi,canonical,lp_dualnoaug_run11_44809827,44809827,44809829,100000,7228830,mlp,current_action,2,dz,0.906648,5062565,1443742,probe_analysis/libero_plus_xemb_v1_n2_dualnoaug_dualnoaug_44809827_ckpt100000,"run11: dual-view teacher, dual_view_augmentation=false, seed 1003. The paper's LIBERO-plus dual-view arm (SR 66.27 @60k)."
libero_plus,ours_multi,canonical,lp_dualnoaug_run11_44809827,44809827,44809829,100000,7228830,mlp,current_action,3,droll,0.515045,5062565,1443742,probe_analysis/libero_plus_xemb_v1_n2_dualnoaug_dualnoaug_44809827_ckpt100000,"run11: dual-view teacher, dual_view_augmentation=false, seed 1003. The paper's LIBERO-plus dual-view arm (SR 66.27 @60k)."
libero_plus,ours_multi,canonical,lp_dualnoaug_run11_44809827,44809827,44809829,100000,7228830,mlp,current_action,4,dpitch,0.453464,5062565,1443742,probe_analysis/libero_plus_xemb_v1_n2_dualnoaug_dualnoaug_44809827_ckpt100000,"run11: dual-view teacher, dual_view_augmentation=false, seed 1003. The paper's LIBERO-plus dual-view arm (SR 66.27 @60k)."
libero_plus,ours_multi,canonical,lp_dualnoaug_run11_44809827,44809827,44809829,100000,7228830,mlp,current_action,5,dyaw,0.429044,5062565,1443742,probe_analysis/libero_plus_xemb_v1_n2_dualnoaug_dualnoaug_44809827_ckpt100000,"run11: dual-view teacher, dual_view_augmentation=false, seed 1003. The paper's LIBERO-plus dual-view arm (SR 66.27 @60k)."
libero_plus,ours_multi,canonical,lp_dualnoaug_run11_44809827,44809827,44809829,100000,7228830,mlp,current_action,6,gripper,0.633238,5062565,1443742,probe_analysis/libero_plus_xemb_v1_n2_dualnoaug_dualnoaug_44809827_ckpt100000,"run11: dual-view teacher, dual_view_augmentation=false, seed 1003. The paper's LIBERO-plus dual-view arm (SR 66.27 @60k)."
libero_plus,ours_multi,canonical,lp_dualnoaug_run11_44809827,44809827,44809829,100000,7228830,mlp,future_action_mean,-1,mean,0.638324,5062565,1443742,probe_analysis/libero_plus_xemb_v1_n2_dualnoaug_dualnoaug_44809827_ckpt100000,"run11: dual-view teacher, dual_view_augmentation=false, seed 1003. The paper's LIBERO-plus dual-view arm (SR 66.27 @60k)."
libero_plus,ours_multi,canonical,lp_dualnoaug_run11_44809827,44809827,44809829,100000,7228830,mlp,future_action_mean,0,dx,0.760593,5062565,1443742,probe_analysis/libero_plus_xemb_v1_n2_dualnoaug_dualnoaug_44809827_ckpt100000,"run11: dual-view teacher, dual_view_augmentation=false, seed 1003. The paper's LIBERO-plus dual-view arm (SR 66.27 @60k)."
